 Length, Height, Width, Sum, Omnivariance, Eigenentropy, Anisotropy, Planarity, Linearity, Surface Variation, Sphericity, Verticality, Max Intensity, Mean Intensity, STD Intensity, ExpectedValuex, ExpectedValuey, ExpectedValuez, Variancex, Variancey, Variancez, MeanVar, Distance, N.Points, MeanVel, MaxVel, MeanAcc, MaxAcc, MeanAVel, Class
1.948,1.22,1.981,0.5961,0.1634,0.8582,-3.832,-2.576,-1.256,0.5974,0.4299,0.9052,209,46.99,39.61,0.4804,0.1868,0.00271,0.5496,0.6123,0.2013,0.4544,1.276,97,0.2841,2.02,0.006691,18.74,-0.01023,1
1.61,1.09,2.489,0.5372,0.1455,0.8197,-3.884,-2.917,-0.9675,0.6221,0.4026,0.8877,248,51.87,49.09,0.336,0.4103,0.0583,0.3606,0.8354,0.1723,0.4561,0.9568,99,0.2841,2.02,0.006691,18.74,-0.01023,1
1.746,1.23,2.2,0.5844,0.1626,0.8584,-3.476,-2.424,-1.053,0.5945,0.4251,0.9184,255,52.27,51.04,0.3207,0.04738,0.0167,0.4365,0.7247,0.2065,0.4559,1.656,108,0.2841,2.02,0.006691,18.74,-0.01023,1
1.878,1.23,1.704,0.5007,0.1432,0.8229,-2.865,-2.109,-0.7565,0.5837,0.3679,0.9385,235,52.89,47.78,0.1298,0.3236,0.02769,0.5441,0.4133,0.2053,0.3876,1.192,100,0.2841,2.02,0.006691,18.74,-0.01023,1
1.97,1.09,1.606,0.4627,0.127,0.781,-3.673,-2.687,-0.9858,0.6102,0.3427,0.9328,209,48.34,40.04,0.07926,0.3146,0.0448,0.5908,0.342,0.1672,0.3667,1.171,98,0.2841,2.02,0.006691,18.74,-0.01023,1
1.775,1.09,1.596,0.4828,0.1337,0.7968,-3.393,-2.591,-0.8013,0.6106,0.3619,0.923,209,47.12,40.1,0.1962,0.3557,0.04669,0.5074,0.3784,0.1709,0.3523,1.345,105,0.2841,2.02,0.006691,18.74,-0.01023,1
2.493,1.1,1.75,0.5847,0.1579,0.8445,-4.079,-2.872,-1.207,0.613,0.429,0.8716,235,51.33,45.42,0.4355,0.2535,0.06886,0.8564,0.4256,0.1769,0.4863,1.39,105,0.2841,2.02,0.006691,18.74,-0.01023,1
2.13,1.22,1.82,0.5825,0.1626,0.8595,-3.431,-2.356,-1.075,0.5903,0.4214,0.9162,255,50.51,48.19,0.006845,0.3658,0.01312,0.6877,0.4683,0.2046,0.4536,1.666,106,0.2841,2.02,0.006691,18.74,-0.01023,1
2.492,1.09,1.589,0.6039,0.1597,0.8411,-4.464,-3.257,-1.207,0.6302,0.4502,0.8848,242,51.2,47.57,0.3899,0.3011,0.05874,0.8854,0.3709,0.1743,0.4769,1.708,105,0.2841,2.02,0.006691,18.74,-0.01023,1
1.771,1.09,1.596,0.47,0.1315,0.7926,-3.219,-2.438,-0.7806,0.6027,0.3504,0.9157,219,50.25,43.25,0.1963,0.3616,0.0382,0.4933,0.3768,0.1726,0.3476,1.167,96,0.2841,2.02,0.006691,18.74,-0.01023,1
1.906,1.09,1.562,0.4803,0.1351,0.8046,-3.282,-2.237,-1.045,0.5844,0.3462,0.9217,224,52.32,48.82,0.07729,0.3072,0.03793,0.5808,0.3323,0.1722,0.3618,1.499,108,0.2841,2.02,0.006691,18.74,-0.01023,1
1.786,1.21,1.952,0.5002,0.141,0.8179,-3.228,-2.236,-0.992,0.5856,0.3622,0.9205,255,51.38,47.51,0.3497,0.0896,0.0203,0.4283,0.5814,0.1958,0.4018,1.637,107,0.2841,2.02,0.006691,18.74,-0.01023,1
1.978,1.18,1.692,0.4991,0.1376,0.8096,-3.711,-2.484,-1.227,0.5935,0.3591,0.9033,238,52.86,48.72,0.09315,0.2905,0.055,0.5954,0.39,0.1942,0.3932,1.216,100,0.2841,2.02,0.006691,18.74,-0.01023,1
1.461,1.1,1.903,0.4767,0.1324,0.7981,-3.583,-2.367,-1.217,0.5876,0.3412,0.8993,219,51.28,44.93,0.2416,0.06104,0.03418,0.3044,0.5793,0.1735,0.3524,1.124,98,0.2841,2.02,0.006691,18.74,-0.01023,1
1.642,1.09,1.726,0.4937,0.1374,0.8084,-3.455,-2.426,-1.029,0.5953,0.3599,0.9049,229,50.53,44.71,0.2838,0.4048,0.02452,0.4207,0.4716,0.1735,0.3552,1.377,105,0.2841,2.02,0.006691,18.74,-0.01023,1
1.984,1.09,1.667,0.4917,0.1338,0.7986,-3.931,-2.741,-1.191,0.6072,0.3591,0.9211,223,52.05,49.49,0.03441,0.2953,0.03678,0.6161,0.3647,0.1696,0.3835,1.48,101,0.2841,2.02,0.006691,18.74,-0.01023,1
2.511,1.23,1.696,0.5784,0.1622,0.8606,-3.363,-2.255,-1.108,0.584,0.4152,0.8989,255,53.56,51.56,0.3052,0.2922,0.0109,0.859,0.4032,0.2073,0.4898,1.484,109,0.2841,2.02,0.006691,18.74,-0.01023,1
2.491,1.22,1.682,0.5981,0.166,0.8638,-3.528,-2.444,-1.084,0.5949,0.4344,0.8987,255,53.1,49.85,0.3042,0.2606,0.02129,0.8696,0.399,0.2064,0.4917,1.655,107,0.2841,2.02,0.006691,18.74,-0.01023,1
1.558,1.09,1.599,0.4714,0.1312,0.7911,-3.303,-2.525,-0.7773,0.6077,0.3531,0.9208,255,52.18,49.01,0.2409,0.3449,0.04084,0.3951,0.4189,0.1718,0.3286,1.265,107,0.2841,2.02,0.006691,18.74,-0.01023,1
1.684,1.25,2.386,0.6202,0.1678,0.8585,-3.989,-2.891,-1.098,0.6169,0.4593,0.8852,223,51.15,46.49,0.2966,0.4766,0.006442,0.436,0.8142,0.2111,0.4871,2.021,108,0.2841,2.02,0.006691,18.74,-0.01023,1
1.974,1.31,1.719,0.5143,0.1447,0.8268,-3.291,-2.217,-1.074,0.5827,0.3695,0.9137,219,49.01,42.58,0.08965,0.3085,0.0113,0.5944,0.4133,0.2204,0.4093,1.209,100,0.2841,2.02,0.006691,18.74,-0.01023,1
2.277,1.09,1.574,0.5403,0.1466,0.8237,-3.92,-2.846,-1.074,0.6154,0.4001,0.8905,233,48.92,42.3,0.5348,0.3512,0.06481,0.7138,0.3929,0.1709,0.4259,1.288,106,0.2841,2.02,0.006691,18.74,-0.01023,1
2.492,1.24,1.676,0.6198,0.1695,0.8648,-3.811,-2.692,-1.119,0.6067,0.4542,0.8922,234,53.83,50.15,0.1813,0.2474,0.009083,0.8871,0.4024,0.2103,0.4999,1.521,110,0.2841,2.02,0.006691,18.74,-0.01023,1
2.211,1.22,1.687,0.5792,0.1608,0.8562,-3.565,-2.398,-1.167,0.5904,0.4168,0.9393,255,53.05,49.27,0.5106,0.3687,0.01861,0.6893,0.4571,0.2015,0.4493,1.685,101,0.2841,2.02,0.006691,18.74,-0.01023,1
2.129,1.24,1.889,0.6054,0.1671,0.8642,-3.637,-2.53,-1.107,0.5988,0.4406,0.8958,255,53.51,49.71,0.1221,0.4291,0.005556,0.6828,0.5156,0.2102,0.4695,1.815,101,0.2841,2.02,0.006691,18.74,-0.01023,1
2.177,1.22,1.64,0.6216,0.1681,0.8609,-4.08,-2.833,-1.247,0.6101,0.4539,0.9145,219,50.3,45.48,0.4925,0.3268,0.003611,0.6983,0.4648,0.2015,0.4549,1.292,101,0.2841,2.02,0.006691,18.74,-0.01023,1
2.436,1.23,1.677,0.6049,0.1674,0.8638,-3.52,-2.542,-0.9782,0.6028,0.4454,0.9124,255,51.05,47.7,0.3946,0.2864,0.01429,0.8389,0.4107,0.21,0.4865,1.704,110,0.2841,2.02,0.006691,18.74,-0.01023,1
1.969,1.23,1.971,0.6022,0.1674,0.8664,-3.505,-2.421,-1.084,0.5936,0.4368,0.9026,233,51.43,47.51,0.4906,0.1886,0.01361,0.5566,0.6096,0.209,0.4584,1.274,105,0.2841,2.02,0.006691,18.74,-0.01023,1
1.657,1.22,2.405,0.605,0.1646,0.8566,-3.929,-2.759,-1.17,0.6086,0.4429,0.9156,238,53.6,50.77,0.2912,0.4221,0.00211,0.4146,0.8236,0.2019,0.48,0.9477,100,0.2841,2.02,0.006691,18.74,-0.01023,1
2.458,1.09,1.408,0.5291,0.1269,0.7519,-5.17,-4.759,-0.4109,0.719,0.4421,0.933,219,51,44.94,0.4346,0.2913,0.0803,0.8699,0.2634,0.1637,0.4323,1.714,97,0.2841,2.02,0.006691,18.74,-0.01023,1
1.54,1.09,1.975,0.4842,0.1323,0.7953,-3.858,-2.684,-1.174,0.6049,0.3532,0.9418,255,52.42,48.9,0.2556,0.01657,0.03,0.3232,0.6133,0.1695,0.3687,1.435,106,0.2841,2.02,0.006691,18.74,-0.01023,1
2.028,1.23,1.653,0.5193,0.1465,0.8277,-3.075,-2.319,-0.7554,0.5966,0.3858,0.9039,219,53.02,49.3,0.01493,0.2756,0.02066,0.6475,0.3619,0.2064,0.4052,1.508,104,0.2841,2.02,0.006691,18.74,-0.01023,1
1.417,1.23,1.675,0.5035,0.1441,0.8251,-2.85,-2.095,-0.7556,0.5829,0.3697,0.9169,255,51.41,49.45,0.2262,0.2888,0.025,0.3338,0.4912,0.2057,0.3436,1.225,99,0.2841,2.02,0.006691,18.74,-0.01023,1
2.373,1.09,1.67,0.5953,0.1576,0.8361,-4.338,-3.282,-1.056,0.6359,0.4494,0.9065,225,50.35,44.79,0.014,0.3187,0.05665,0.8147,0.4073,0.1739,0.4653,1.307,101,0.2841,2.02,0.006691,18.74,-0.01023,1
1.305,1.09,1.897,0.4617,0.1264,0.7795,-3.734,-2.719,-1.016,0.6109,0.3416,0.931,255,52.56,49.76,0.2549,0.06711,0.04398,0.2566,0.5788,0.1672,0.3342,1.265,106,0.2841,2.02,0.006691,18.74,-0.01023,1
2.368,1.23,1.651,0.6033,0.1663,0.8629,-3.674,-2.538,-1.136,0.5985,0.4383,0.9124,227,50.79,47.43,0.4797,0.3052,0.01674,0.7908,0.4266,0.2063,0.4746,1.332,104,0.2841,2.02,0.006691,18.74,-0.01023,1
2.409,1.08,1.754,0.5995,0.1574,0.8372,-4.677,-3.344,-1.333,0.6301,0.4443,0.9066,223,51.83,48.86,0.456,0.2782,0.06151,0.8282,0.4405,0.1681,0.4789,1.765,102,0.2841,2.02,0.006691,18.74,-0.01023,1
2.19,1.24,1.642,0.5835,0.1627,0.8606,-3.489,-2.321,-1.168,0.5862,0.4183,0.8649,255,51.23,47.91,0.5462,0.3178,0.005577,0.663,0.4635,0.2093,0.4453,1.717,108,0.2841,2.02,0.006691,18.74,-0.01023,1
1.343,1.22,1.841,0.4981,0.1415,0.8191,-3.036,-2.167,-0.869,0.5845,0.3633,0.9498,223,52.75,49.43,0.2446,0.1729,0.02772,0.2906,0.5631,0.201,0.3516,1.174,101,0.2841,2.02,0.006691,18.74,-0.01023,1
2.038,1.22,1.914,0.5944,0.1634,0.8578,-3.731,-2.575,-1.156,0.5998,0.4319,0.8906,223,52.12,49.02,0.4996,0.217,0.00143,0.5846,0.5825,0.2028,0.4566,1.284,101,0.2841,2.02,0.006691,18.74,-0.01023,1
1.938,1.18,1.24,0.4838,0.1339,0.7976,-3.455,-2.59,-0.865,0.6086,0.3605,0.8748,223,51.26,47.81,0.159,0.1994,0.08379,0.6026,0.2457,0.1926,0.347,1.394,100,0.2841,2.02,0.006691,18.74,-0.01023,1
2.454,1.24,1.668,0.6178,0.1692,0.8646,-3.763,-2.674,-1.089,0.6066,0.4535,0.8933,255,53.31,48.59,0.4338,0.2937,0.01245,0.8537,0.415,0.211,0.4933,1.379,103,0.2841,2.02,0.006691,18.74,-0.01023,1
1.832,1.1,1.258,0.4847,0.1343,0.8005,-3.545,-2.501,-1.044,0.5989,0.3541,0.9087,237,55.01,51.14,0.2349,0.217,0.03583,0.5494,0.2716,0.1761,0.3324,0.7962,105,0.2841,2.02,0.006691,18.74,-0.01023,1
1.497,1.09,2.141,0.5053,0.1216,0.7441,-5.313,-4.789,-0.5233,0.7144,0.4182,0.9376,239,53.75,51.6,0.3229,0.5785,0.08174,0.3577,0.6535,0.1621,0.3911,0.6508,101,0.2841,2.02,0.006691,18.74,-0.01023,1
1.559,1.08,1.919,0.4738,0.1315,0.7914,-3.354,-2.571,-0.7834,0.61,0.3554,0.9575,227,50.71,46.14,0.3341,0.09313,0.03921,0.3343,0.5773,0.169,0.3602,1.533,107,0.2841,2.02,0.006691,18.74,-0.01023,1
2.009,1.24,1.77,0.5058,0.145,0.8265,-2.778,-2.103,-0.6754,0.5854,0.3745,0.904,223,51.5,48.25,0.02444,0.2616,0.0175,0.627,0.3945,0.2096,0.4104,1.54,100,0.2841,2.02,0.006691,18.74,-0.01023,1
1.695,1.23,1.88,0.498,0.1416,0.8189,-2.984,-2.176,-0.8089,0.5865,0.3654,0.9154,246,52.33,49.21,0.3071,0.1154,0.009901,0.4015,0.5528,0.2036,0.386,0.9859,99,0.2841,2.02,0.006691,18.74,-0.01023,1
1.38,1.09,1.908,0.4897,0.1331,0.7982,-4.024,-2.698,-1.327,0.6017,0.3533,0.9231,236,48.44,43.33,0.2027,0.08602,0.04212,0.2886,0.595,0.1673,0.3503,1.149,90,0.2841,2.02,0.006691,18.74,-0.01023,1
1.433,1.12,2.432,0.5473,0.1329,0.7653,-4.988,-4.566,-0.4218,0.712,0.4547,0.918,219,47.99,41.55,0.3109,0.4346,0.09255,0.277,0.8643,0.1745,0.4386,1.944,87,0.2841,2.02,0.006691,18.74,-0.01023,1
1.719,1.21,2.037,0.5123,0.1438,0.8238,-3.315,-2.29,-1.025,0.5879,0.371,0.9412,227,48.61,40.44,0.3174,0.04903,0.02767,0.3904,0.641,0.1949,0.4088,1.589,84,0.2841,2.02,0.006691,18.74,-0.01023,1
2.046,1.1,1.927,0.5697,0.1551,0.8431,-3.976,-2.673,-1.302,0.6011,0.4113,0.8953,222,49.72,44.41,0.1933,0.4808,0.04867,0.6301,0.5224,0.1766,0.443,0.9601,76,0.2841,2.02,0.006691,18.74,-0.01023,1
1.43,1.09,1.8,0.4901,0.1316,0.7938,-4.29,-2.888,-1.401,0.6086,0.3547,0.9323,237,50.53,44.28,0.2548,0.4169,0.03653,0.3484,0.5152,0.166,0.3432,1.084,78,0.2841,2.02,0.006691,18.74,-0.01023,1
1.996,1.22,1.812,0.4963,0.1413,0.8179,-2.944,-2.175,-0.7686,0.5876,0.3655,0.9073,220,46.49,38.72,0.008622,0.2572,0.009404,0.6127,0.4126,0.2006,0.4086,1.198,70,0.2841,2.02,0.006691,18.74,-0.01023,1
1.666,1.09,1.591,0.4531,0.1218,0.767,-4.106,-2.994,-1.112,0.6213,0.3367,0.9387,222,50.3,42.41,0.2297,0.3562,0.04005,0.4413,0.3862,0.1668,0.3314,1.3,66,0.2841,2.02,0.006691,18.74,-0.01023,1
2.484,1.23,1.687,0.5804,0.1625,0.8595,-3.337,-2.334,-1.003,0.5909,0.422,0.9275,218,51.3,44.15,0.3358,0.2796,0.02268,0.8519,0.398,0.2079,0.4859,1.443,60,0.2841,2.02,0.006691,18.74,-0.01023,1
2.489,1.31,1.68,0.6025,0.1667,0.8643,-3.602,-2.485,-1.117,0.5962,0.4373,0.9004,239,100.7,80.26,0.3946,0.3175,0.0372,0.8577,0.414,0.225,0.4989,1.72,107,0.2841,2.02,0.006691,18.74,-0.01023,1
1.514,1.09,1.857,0.4837,0.1328,0.798,-3.795,-2.557,-1.239,0.5969,0.3489,0.922,246,90.56,78.33,0.2516,0.4675,0.03123,0.3773,0.5145,0.1694,0.3537,1.109,117,0.2841,2.02,0.006691,18.74,-0.01023,1
1.819,1.24,1.664,0.4963,0.1425,0.8217,-2.776,-2.059,-0.717,0.5815,0.365,0.8835,248,82.57,74.4,0.1861,0.2851,0.0203,0.5042,0.4175,0.2091,0.3769,1.224,119,0.2841,2.02,0.006691,18.74,-0.01023,1
1.383,1.09,1.682,0.4693,0.1311,0.7913,-3.253,-2.467,-0.7859,0.6042,0.3502,0.9079,255,85.12,75.28,0.2383,0.2731,0.04278,0.3156,0.476,0.1717,0.3211,1.203,126,0.2841,2.02,0.006691,18.74,-0.01023,1
2.512,1.11,1.722,0.5923,0.16,0.847,-4.023,-2.897,-1.126,0.6164,0.4377,0.885,237,97.31,76.94,0.3448,0.2029,0.05292,0.8854,0.4015,0.1811,0.4894,1.401,107,0.2841,2.02,0.006691,18.74,-0.01023,1
2.559,1.18,1.799,0.583,0.1567,0.8446,-4.293,-2.822,-1.472,0.6039,0.4186,0.8996,255,95.31,76.62,0.42,0.351,0.08356,0.875,0.4481,0.1911,0.5047,1.786,119,0.2841,2.02,0.006691,18.74,-0.01023,1
1.677,1.08,1.592,0.4694,0.1302,0.7894,-3.428,-2.542,-0.8859,0.6054,0.3484,0.9197,255,93.41,76.39,0.233,0.356,0.04429,0.4501,0.3951,0.167,0.3374,1.158,115,0.2841,2.02,0.006691,18.74,-0.01023,1
1.569,1.23,1.673,0.5012,0.1434,0.8242,-2.908,-2.066,-0.8415,0.579,0.3645,0.9204,244,91.64,77.99,0.2393,0.3525,0.02262,0.4029,0.4588,0.2041,0.3552,1.308,109,0.2841,2.02,0.006691,18.74,-0.01023,1
1.592,1.08,1.57,0.4703,0.1295,0.7864,-3.533,-2.671,-0.8617,0.613,0.3519,0.9282,248,91.58,75.69,0.3564,0.2181,0.05109,0.4153,0.4021,0.1665,0.328,0.7171,106,0.2841,2.02,0.006691,18.74,-0.01023,1
1.735,1.09,1.965,0.485,0.1303,0.7914,-4.286,-2.851,-1.435,0.6061,0.3496,0.9407,244,92.51,75.17,0.3368,0.07487,0.03684,0.3945,0.5957,0.1664,0.3855,1.603,109,0.2841,2.02,0.006691,18.74,-0.01023,1
1.936,1.09,1.213,0.4893,0.1374,0.8072,-3.184,-2.379,-0.8052,0.5986,0.3629,0.8993,244,87.7,74.55,0.1776,0.1719,0.0351,0.597,0.249,0.1773,0.3411,0.902,117,0.2841,2.02,0.006691,18.74,-0.01023,1
1.535,1.09,1.573,0.4523,0.1242,0.7728,-3.59,-2.719,-0.871,0.6152,0.3389,0.9491,241,81.49,71.55,0.2602,0.3425,0.0524,0.3817,0.4064,0.1658,0.318,1.238,129,0.2841,2.02,0.006691,18.74,-0.01023,1
2.514,0.95,1.588,0.5797,0.1515,0.826,-4.732,-3.449,-1.283,0.6358,0.4329,0.9206,241,84.78,74.28,0.3954,0.3017,0.001096,0.8817,0.3663,0.1439,0.464,1.394,135,0.2841,2.02,0.006691,18.74,-0.01023,1
2.418,1.09,1.702,0.5711,0.1549,0.8386,-3.93,-2.857,-1.074,0.616,0.4232,0.8922,242,78.77,71.31,0.4876,0.3089,0.06173,0.7999,0.4242,0.1748,0.4663,1.781,135,0.2841,2.02,0.006691,18.74,-0.01023,1
1.59,1.09,1.823,0.4859,0.1335,0.7993,-3.769,-2.566,-1.203,0.5983,0.3516,0.9328,233,74.04,67.82,0.232,0.443,0.0312,0.405,0.4971,0.1705,0.3575,1.129,135,0.2841,2.02,0.006691,18.74,-0.01023,1
1.593,1.09,2.502,0.5427,0.1464,0.8221,-4.024,-2.944,-1.081,0.6199,0.4033,0.8864,229,79.02,70.66,0.3125,0.326,0.06393,0.3531,0.8507,0.1707,0.4582,1.928,141,0.2841,2.02,0.006691,18.74,-0.01023,1
1.79,1.22,1.658,0.4932,0.1404,0.8165,-2.956,-2.155,-0.8011,0.5854,0.3617,0.8967,255,80.37,71.49,0.1905,0.2857,0.013,0.49,0.4217,0.2014,0.3711,1.214,136,0.2841,2.02,0.006691,18.74,-0.01023,1
1.458,1.09,1.617,0.4687,0.1293,0.7868,-3.542,-2.622,-0.9201,0.6087,0.3481,0.914,255,79.26,71.23,0.2617,0.3213,0.04908,0.3557,0.4382,0.1691,0.321,1.223,139,0.2841,2.02,0.006691,18.74,-0.01023,1
2.222,1.22,1.67,0.5963,0.1646,0.8594,-3.606,-2.561,-1.045,0.602,0.4369,0.9035,255,80.38,71.77,0.5201,0.3207,0.009721,0.7045,0.455,0.2047,0.4547,1.298,143,0.2841,2.02,0.006691,18.74,-0.01023,1
2.451,1.09,1.634,0.5377,0.1485,0.8301,-3.547,-2.576,-0.9708,0.6048,0.3967,0.8846,228,77.32,68.91,0.4142,0.3501,0.05558,0.8102,0.375,0.1747,0.4533,1.705,135,0.2841,2.02,0.006691,18.74,-0.01023,1
1.954,1.09,1.937,0.5437,0.149,0.8285,-3.655,-2.735,-0.9193,0.6146,0.4059,0.8961,252,78.02,70.67,0.4645,0.08764,0.05689,0.5046,0.5948,0.1741,0.4245,1.689,141,0.2841,2.02,0.006691,18.74,-0.01023,1
1.901,1.23,1.716,0.4929,0.1407,0.8183,-2.975,-2.074,-0.9007,0.5781,0.3566,0.9342,240,78.27,69.61,0.1434,0.312,0.03144,0.5443,0.4179,0.2033,0.3885,1.222,142,0.2841,2.02,0.006691,18.74,-0.01023,1
1.332,1.08,1.924,0.4725,0.1314,0.7919,-3.333,-2.526,-0.8072,0.6068,0.3529,0.9565,255,52.7,51.12,0.2142,0.1068,0.04515,0.266,0.592,0.1681,0.342,1.16,99,0.2841,2.02,0.006691,18.74,-0.01023,1
1.992,1.09,1.768,0.4951,0.1348,0.8007,-3.903,-2.744,-1.159,0.6082,0.3625,0.9292,255,53.59,51.18,0.1123,0.3568,0.04216,0.607,0.4084,0.1698,0.3951,1.523,107,0.2841,2.02,0.006691,18.74,-0.01023,1
2.263,1.22,1.693,0.5784,0.161,0.8564,-3.495,-2.389,-1.105,0.5914,0.4182,0.8769,231,51.08,44.64,0.5522,0.3116,0.004149,0.7047,0.4592,0.2042,0.456,1.767,100,0.2841,2.02,0.006691,18.74,-0.01023,1
1.774,1.12,1.57,0.4757,0.1328,0.7945,-3.195,-2.502,-0.6929,0.609,0.3588,0.9111,248,54.01,52.22,0.206,0.3364,0.05647,0.4887,0.3796,0.1797,0.3493,1.182,100,0.2841,2.02,0.006691,18.74,-0.01023,1
1.669,1.22,1.98,0.5022,0.1436,0.8239,-2.872,-2.106,-0.7669,0.5833,0.3685,0.9201,223,50.69,48.05,0.2969,0.01323,0.02876,0.3651,0.6163,0.2036,0.395,1.138,104,0.2841,2.02,0.006691,18.74,-0.01023,1
1.398,1.09,1.644,0.4737,0.1318,0.7922,-3.293,-2.539,-0.7535,0.6092,0.3558,0.9303,227,51.54,44.76,0.2565,0.2824,0.04084,0.3258,0.4632,0.1718,0.3203,1.097,97,0.2841,2.02,0.006691,18.74,-0.01023,1
1.282,1.23,1.807,0.4928,0.1408,0.8183,-2.946,-2.076,-0.8702,0.5789,0.3576,0.9512,219,50.56,43.17,0.2234,0.2169,0.0318,0.2828,0.5411,0.2042,0.3427,1.104,97,0.2841,2.02,0.006691,18.74,-0.01023,1
1.612,1.08,1.592,0.4752,0.1314,0.7915,-3.447,-2.604,-0.8432,0.61,0.355,0.9343,255,52.21,49.37,0.2435,0.3466,0.04778,0.4191,0.4138,0.1671,0.3333,1.273,99,0.2841,2.02,0.006691,18.74,-0.01023,1
1.703,1.23,2.3,0.5688,0.1587,0.8535,-3.461,-2.325,-1.136,0.5872,0.4089,0.9462,223,52.22,48.55,0.3039,0.1016,0.02802,0.4081,0.7652,0.204,0.4591,1.183,101,0.2841,2.02,0.006691,18.74,-0.01023,1
2.118,1.09,1.486,0.4879,0.1176,0.7365,-5.326,-4.778,-0.5481,0.7129,0.4028,0.9188,255,51.09,48.6,0.583,0.3158,0.08781,0.6307,0.3542,0.1599,0.3816,1.161,104,0.2841,2.02,0.006691,18.74,-0.01023,1
1.92,1.12,2.003,0.5777,0.1559,0.8373,-3.928,-2.983,-0.9445,0.626,0.435,0.9028,227,51.07,48.46,0.231,0.5037,0.06713,0.5731,0.568,0.1828,0.4413,1.92,104,0.2841,2.02,0.006691,18.74,-0.01023,1
2.408,1.23,1.688,0.5832,0.1629,0.8597,-3.389,-2.37,-1.02,0.5924,0.4243,0.9264,223,51.64,48.1,0.1529,0.2619,0.01818,0.8233,0.3994,0.2072,0.4767,1.476,107,0.2841,2.02,0.006691,18.74,-0.01023,1
1.938,1.09,1.193,0.3981,0.09911,0.6904,-3.989,-3.885,-0.1032,0.7034,0.3362,0.9857,255,51.06,47.34,0.09212,0.1816,0.06326,0.5845,0.1848,0.1594,0.3096,1.172,107,0.2841,2.02,0.006691,18.74,-0.01023,1
1.718,1.24,2.348,0.6,0.1665,0.8634,-3.493,-2.49,-1.003,0.5994,0.4397,0.8932,255,54.14,51.53,0.2992,0.4976,0.005413,0.4474,0.7745,0.2116,0.4778,2.034,110,0.2841,2.02,0.006691,18.74,-0.01023,1
1.294,1.09,1.85,0.4634,0.1282,0.783,-3.391,-2.617,-0.7747,0.6128,0.3486,0.9409,255,53,50.17,0.1975,0.08519,0.043,0.2553,0.5621,0.1696,0.329,1.105,102,0.2841,2.02,0.006691,18.74,-0.01023,1
1.74,1.11,2.457,0.6057,0.1644,0.8539,-3.89,-2.853,-1.037,0.6169,0.4501,0.8787,255,53.12,49.11,0.2732,0.4138,0.05812,0.4214,0.8581,0.1842,0.4879,1.01,107,0.2841,2.02,0.006691,18.74,-0.01023,1
1.238,1.09,1.861,0.4018,0.1009,0.6965,-4.12,-3.896,-0.2236,0.6972,0.3349,0.9753,227,49.88,46.18,0.2366,0.1305,0.07076,0.2031,0.5533,0.161,0.3058,0.8869,104,0.2841,2.02,0.006691,18.74,-0.01023,1
1.7,1.09,2.143,0.5904,0.158,0.8413,-4.207,-3.059,-1.148,0.6232,0.4386,0.9108,219,50.31,43.42,0.3186,0.5063,0.05678,0.4858,0.6532,0.1739,0.4376,1.963,98,0.2841,2.02,0.006691,18.74,-0.01023,1
1.785,1.23,1.778,0.4957,0.1419,0.8216,-2.917,-2.027,-0.8906,0.5754,0.358,0.9322,242,50.71,47.57,0.1762,0.3984,0.029,0.4864,0.4608,0.2037,0.3836,1.176,101,0.2841,2.02,0.006691,18.74,-0.01023,1
1.588,1.08,1.844,0.4651,0.129,0.786,-3.387,-2.555,-0.8325,0.6077,0.347,0.9215,255,52.07,48.3,0.3427,0.1547,0.04827,0.3659,0.5237,0.1661,0.3519,1.566,108,0.2841,2.02,0.006691,18.74,-0.01023,1
1.748,1.24,1.657,0.4985,0.143,0.8217,-2.729,-2.11,-0.6192,0.5874,0.3714,0.8923,233,49.33,44.63,0.1895,0.3215,0.02057,0.4774,0.4225,0.2105,0.3701,1.339,106,0.2841,2.02,0.006691,18.74,-0.01023,1
1.798,1.09,2.051,0.5773,0.1555,0.8371,-4.016,-2.997,-1.019,0.6242,0.4322,0.9162,255,53.12,49.53,0.2771,0.5177,0.05846,0.5197,0.6023,0.1743,0.4321,0.8029,107,0.2841,2.02,0.006691,18.74,-0.01023,1
1.819,1.18,1.83,0.5038,0.1376,0.8073,-3.865,-2.692,-1.173,0.6053,0.3676,0.9018,255,52.23,49.93,0.1694,0.3902,0.07363,0.5091,0.4743,0.1911,0.3915,1.2,99,0.2841,2.02,0.006691,18.74,-0.01023,1
2.267,1.09,1.658,0.5648,0.1544,0.8387,-3.715,-2.752,-0.9629,0.6141,0.4204,0.8824,255,53.17,51.34,0.5219,0.3314,0.05463,0.7098,0.4341,0.1771,0.4403,1.312,109,0.2841,2.02,0.006691,18.74,-0.01023,1
1.497,1.09,2.536,0.5643,0.1516,0.8298,-4.057,-3.039,-1.018,0.6263,0.4233,0.9223,243,51.52,49.91,0.2263,0.2233,0.05285,0.3254,0.8875,0.1731,0.462,1.782,108,0.2841,2.02,0.006691,18.74,-0.01023,1
2.443,1.23,1.698,0.588,0.1604,0.8519,-3.925,-2.665,-1.26,0.6017,0.4256,0.9239,255,53.22,50.56,0.1999,0.2718,0.003365,0.8486,0.4028,0.2002,0.4839,1.517,100,0.2841,2.02,0.006691,18.74,-0.01023,1
